Company,title,location,date_posted,link,role description,role responsibilities,role reqs,final fit,yrs exp req,Description,URL,fit,Unnamed: 8,fit reason,role years experience
Grin,Marketing Software Engineer,Remote,2023-10-01,https://grin.co/careers/?ref=startups.gallery,"No specific job details were present in the provided text. The content appears to be HTML, JavaScript, and CSS from GRIN's careers page (GRIN is an influencer marketing software company).",[],[],7,,All-in-one creator management platform.,https://grin.co/,8.0,,"Good mix of data/engineering and growth/ops experience (A/B testing, ML, product) that fits marketing/growth engineering; limited direct marketing-platform/influencer experience.",
Solidroad,Business Development Representative (NAMER),San Francisco,"Aug 21, 2025",https://jobs.ashbyhq.com/solidroad/cd50af46-26b1-4e75-abbf-160227154e85,"Solidroad is an early-stage startup using AI and generative tech to scale customer support while preserving human empathy. They are hiring a Business Development Representative (NAMER) as one of the first sales hires to drive outbound prospecting, book meetings with CX/support leaders, and work closely with the founders in their San Francisco office.","['Conduct personalized email outreach, LinkedIn social selling, and cold calling to generate top-of-funnel activity', 'Book qualified meetings with CX and support leaders (e.g., Heads of Support, VPs of Ops, Directors of Enablement)', 'Collaborate with sales and marketing on outbound campaigns and messaging experiments', 'Maintain HubSpot and ensure pipeline discipline', 'Work with founders to refine ideal customer profile (ICP) and the sales process', 'Contribute to startup growth from early-stage toward scaling ARR']","['Comfortable cold calling and phone prospecting', 'Strong written communication for concise, compelling emails', 'Willingness to experiment with messaging and iterate based on results', 'Ambitious and motivated to grow quickly into an AE or manager role', 'Able and willing to work in-person five days a week in San Francisco', 'Curiosity, hustle, and coachability valued over a perfect CV; prior sales experience not required']",7,,The AI QA & training platform.,https://www.ycombinator.com/companies/solidroad,8.0,,"Good match for BD/GTM goals—experience with sourcing, founder outreach, and analytics—but lacks explicit sales/cold‑calling history and requires full‑time in‑person SF availability while candidate is in a master's program.",
HeyGen,"Data Scientist, New Graduate","Los Angeles, California, United States","Oct 16, 2025",https://job-boards.greenhouse.io/heygen/jobs/4279485007,"Listing for HeyGen indicating current job openings and an option to create a job alert; the provided text primarily contains website UI/CSS markup and does not include a specific job title, description, or company role details.",[],[],7,,Making visual storytelling accessible to all.,https://www.heygen.com/,7.0,,"Strong technical/data-science fit from education and internships; posting has no details and candidate prefers business/strategy-facing roles, so fit is good but not ideal.",
Roam,GTM Sales,NYC,"May 9, 2025",https://jobs.ashbyhq.com/Roam/72cfe2a4-9ef9-4777-87eb-834f78a4d428,"Roam is hiring a GTM Sales teammate to grow its listing agent pipeline and drive revenue by engaging prospective listing agents, managing a high-volume pipeline, and partnering cross-functionally to scale the business. Roam is a 2023-founded startup building tools to make homeownership more affordable by enabling assumable mortgages.","[""Engage prospective listing agents via calls, email, SMS, and face-to-face meetings to communicate Roam's value proposition"", 'Drive outreach campaigns using tools like Hubspot, Aircall, and Heymarket', 'Maintain and manage a high-volume pipeline with detailed CRM notes and timely follow-ups', 'Respond promptly and thoughtfully to inbound inquiries to ensure a strong first customer experience', 'Collaborate with Product, Ops, Marketing, BizOps, and Engineering to refine go-to-market approach', 'Represent the voice of the customer by sharing field insights to inform product and strategy']","['1–2 years in sales, customer success, or other customer-facing roles (startup experience a plus)', 'Strong written and verbal communication skills', 'Comfort using or willingness to learn CRM and outreach tools (e.g., Hubspot, Aircall, Heymarket)', 'Self-motivated and able to work independently to move deals forward', 'Empathetic communicator who listens and understands customer needs', 'Organized and dependable with the ability to manage many leads concurrently', 'Curious, adaptable, and open to feedback', 'Collaborative and able to contribute to an inclusive team culture', 'Interest in real estate, fintech, or mission-driven startups', ""Ability to work in-person at Roam's NYC HQ Monday through Friday and willingness to travel""]",7,1.0,Making home ownership 2x more affordable.,https://www.businesswire.com/news/home/20240503251341/en/Roam-Introduces-2nd-Mortgage-Program-to-Reduce-Down-Payments-and-Enable-50-of-Americans-to-Access-a-Home-With-a-2-Mortgage,8.0,,"Strong GTM and real-estate alignment (real-estate internship, startup/ops experience, cross-functional skills); limited direct outbound sales history and potential NYC in‑office constraint.",
Rogo,GTM Enablement,New York City,"Jul 9, 2025",https://jobs.ashbyhq.com/rogo/d005b7af-82f9-4793-bfe4-f7b69691aa58,"The provided text contains page boilerplate and JavaScript for loading a job board web app; no actual job title, company, role description, or hiring details are present in the supplied content.",[],[],7,,Generative AI for investment banking.,https://rogo.ai/,8.0,,"Title fits your GTM/growth/ops strengths, but there are no job details to confirm specific fit.",
Atlas Card,Business Operations,New York,"Mar 4, 2025",https://jobs.ashbyhq.com/atlas/1d31efc8-fc66-4724-b18e-586048678a1c,"Atlas is a fast-growing concierge and charge card startup (NYC) seeking a Business Operations operator to partner with the concierge team to design systems, streamline workflows, build metrics and tooling, and drive member engagement and operational efficiency.","['Partner with the concierge team to streamline workflows and improve speed, accuracy, and consistency', 'Design and implement systems and lightweight processes to manage inbound and outbound member activity (dining requests, hotel bookings, etc.)', 'Create dashboards to track team SLAs, fulfillment rates, and member satisfaction (NPS, resolution time)', 'Own concierge CRM tracking and help design proactive GTM campaigns for high-value members', 'Define and monitor KPIs across operations and concierge and use insights to prioritize work', 'Identify high-impact automation opportunities and collaborate with engineering to reduce manual work']","['3–7 years experience in business operations, strategy, or systems-building roles at a fast-moving startup', 'Experience working directly with ops, support, or GTM teams to improve processes', 'Strong data skills — able to build dashboards, analyze raw data, and extract signal', 'Comfortable building and iterating systems in tools like Airtable, Notion, Zendesk, Slack, Zapier', 'Obsessed with speed and quality and able to proactively fix inefficiencies', 'Excellent cross-functional communication and ability to move projects forward quickly']",7,3.0,Modern concierge and spend management platform.,https://www.ycombinator.com/companies/atlas-3,9.0,,"Strong analytics, systems-building, and GTM/ops alignment with stated goals; likely under the 3–7yrs startup ops experience and not explicit on Airtable/Zendesk/Zapier.",
Savvy Wealth,Various Positions,"New York, United States",,https://jobs.ashbyhq.com/savvy,"Job posting page for Savvy Wealth. The supplied text contains site and JavaScript/HTML boilerplate for the Savvy Wealth jobs portal but does not include a specific job title, role description, responsibilities, or requirements.",[],[],7,,Digital-first wealth management.,https://www.savvywealth.com/,9.0,,"Strong strategy/ops + finance/data background suits unspecified/various roles, but posting is too vague to be certain.",
V7,Forward Deployed Engineer - AI,London,"Jun 11, 2025",https://jobs.ashbyhq.com/v7labs.com/c26d2c49-eaae-438c-9aa0-4dafbea315bc,"The provided text is a website/app shell (JavaScript/CSS and asset-loading code) and does not contain any actual job title, description, responsibilities, or hiring requirements. The page indicates JavaScript must be enabled to load the real job posting and related assets.",[],[],7,,The data engine for computer vision.,https://www.v7labs.com/,7.0,,Client-facing AI deployment aligns well with your ML + stakeholder-focused goals and ops experience; missing job details and limited full-stack/production engineering exposure create some uncertainty.,
Arcade,Product-Led Growth Account Executive,San Francisco Bay Area,"Jul 16, 2025",https://jobs.ashbyhq.com/arcade/cc0924be-67c9-4835-9dfd-5d247e9234f7,"The provided posting is website/application boilerplate (HTML/JavaScript/CSS) with no job title, company information, responsibilities, or requirements included.",[],[],7,,AI product creation platform.,https://www.arcade.ai/,8.0,,Strong GTM/growth and analytics fit; limited direct quota-carrying AE/sales experience.,
Pylon,Product Support Engineer,San Francisco,"Sep 26, 2025",https://jobs.ashbyhq.com/pylon-labs/2b1c3ce3-0b80-4daa-b9b8-8f48b24e491f,"Pylon is a YC- and a16z-backed B2B post-sales support platform hiring a Product Support Engineer to help stand up and run their support function. The role is in San Francisco, involves dogfooding Pylon’s product daily, providing customer support, and contributing product feedback and process improvements.","['Answer customer questions across product areas via chat and video', 'Write and update knowledge base content, troubleshooting guides, and feature explainers', 'Dogfood Pylon’s support products and provide feedback to influence the roadmap', 'Work closely with product and engineering to troubleshoot issues and fix bugs', 'Help develop and scale support processes', 'Experiment with new processes, features, and AI-driven improvements']","['Located in (or willing to relocate to) San Francisco and able to work in-person', 'Comfortable regularly interacting with customers over chat and video', 'Interest in tinkering with the product and providing product feedback', '1-8 years of relevant experience', 'Technical background and appetite is a plus']",7,1.0,The support platform built for B2B.,https://www.ycombinator.com/companies/pylon-2,7.0,,"Strong match on technical, ops and product-feedback experience and process-building; role is customer-support heavy and less strategic/GTM-focused than candidate prefers; SF in-person location unclear.",
Blacksmith,Chief of Staff,San Francisco,"Jun 20, 2025",https://jobs.ashbyhq.com/blacksmith/59b1be37-4d14-4a33-bf39-ab2b14dce9a4,"The provided posting contains only website/application loader code and no actual job description, company information, or role details.",['No responsibilities listed in the posting.'],['No requirements or qualifications listed in the posting.'],7,,The fastest way to run your GitHub Actions.,https://www.blacksmith.sh/,9.0,,Strong strategy/ops and stakeholder skills align with CoS role; posting has no details.,
Stuut,Business Development Representative (BDR),New York City,"Nov 18, 2025",https://jobs.ashbyhq.com/stuut-ai/67b84ac0-bd84-4851-aa9f-0659469812d4,"Stuut is a venture-backed company modernizing accounts receivable for B2B firms in industrials, chemicals, and manufacturing. They’re hiring a Business Development Representative (BDR) to generate demand, guide initial prospect interactions, and help build the company’s go-to-market engine by developing a strong pipeline alongside sales, marketing, and leadership.","['Prospect and qualify leads via high-volume outreach across phone, email, and LinkedIn', 'Make ~120 cold calls per day and send 40+ outbound emails', 'Conduct discovery conversations and deliver tailored product demos', 'Build and maintain a sales pipeline in HubSpot with accurate forecasting and reporting', 'Develop account strategies to expand revenue and usage within mid-market customers', 'Achieve and exceed monthly, quarterly, and annual targets', 'Represent Stuut at industry events, webinars, and networking opportunities', 'Provide feedback to product and marketing teams to refine messaging, features, and GTM strategy']","['Ownership mentality and willingness to take on responsibility', 'Comfort with high-volume outbound prospecting (calls, emails, LinkedIn)', 'Strong verbal and written communication skills across phone, email, and in-person', 'Ability to build authentic connections and collaborate with teammates', 'Comfort working in fast-paced, high-growth environments with shifting priorities', 'Curiosity and a desire to learn quickly', 'Motivation to help build the company and ensure customer success', 'Familiarity with CRM tools (e.g., HubSpot) preferred']",7,,Turn your orders into cash.,https://www.linkedin.com/company/stuut,8.0,,"Direct fit with BD/GTM goals and relationship-building/ops experience, but limited explicit high-volume cold-outbound sales and HubSpot experience.",
Numan,Chief of Staff,London,"Aug 19, 2025",https://jobs.eu.lever.co/numan/170e0aae-6b46-49f6-a176-caa77a244381,"Job posting for a Chief of Staff role at Numan. The provided text contains only the job title and site CSS/markup and does not include any description of the company, team, or role.",[],[],7,,Digital healthcare.,https://www.numan.com/mens-health/introducing-the-numan-app,8.0,,"Strong match on strategy/ops/analytics and stakeholder work (EIR, venture analyst, data science); docked for limited full‑time CoS experience, missing job details, and likely healthcare employer (less preferred).",
Orb,Forward Deployed Engineer,Remote-NYC,"Jun 5, 2025",https://jobs.ashbyhq.com/orb/35365d49-cb3c-4fbd-913f-a6e8062f2733,No job description or company information was included in the provided text. The content contains website/app loader JavaScript and page scaffolding rather than a job posting.,['No responsibilities listed in the provided text.'],['No requirements listed in the provided text.'],7,, Modern pricing platform for software companies.,https://www.withorb.com/,8.0,,"Customer-facing technical role aligns with my data‑science/IE and stakeholder experience, but posting lacks details and I have limited large-scale production engineering experience.",
Array,Field Marketing Associate,Remote,"Oct 31, 2025",https://boards.greenhouse.io/array/jobs/5495929004?gh_jid=5495929004,"Array is a remote-first fintech platform delivering credit, identity, privacy and financial ad products via widgets and APIs. They are hiring a Field Marketing Associate to drive top-of-funnel growth by supporting lead nurturing, event execution, outbound campaigns, and cross-functional marketing efforts while representing the company at conferences.","['Manage outreach before, during, and after events to engage prospects, support sales, and drive conversions', 'Represent Array at conferences and events (staff booth); expect travel to ~25 events annually', 'Execute integrated inbound and outbound campaigns tied to webinars, dinners, and other marketing-led events', 'Support multi-channel promotion (email, social media, event landing pages) to complement field efforts', 'Collect and share feedback and insights from field events and customer interactions to inform marketing programs', 'Manage field marketing materials and swag to ensure teams have current assets, signage, and collateral', 'Align with Sales, Product Marketing, and Brand teams to ensure cohesive messaging and consistent customer experience', 'Use AI tools routinely to accelerate planning and execution']","['1+ years experience in field marketing, marketing, or sales (preferably in a fast-paced/growth environment)', 'Strong written and verbal communication skills and ability to engage prospects', 'Strong organizational and time-management skills; ability to manage multiple projects', 'Passion for creating brand experiences and connecting with customers and communities', 'Comfort interacting with customers and prospects both digitally and in person', 'Familiarity with marketing and sales tools such as HubSpot, Apollo, Salesforce, or Gong', ""Hands-on, resourceful problem-solving approach and willingness to 'roll up sleeves'"", 'Experience writing outbound messages or collaborating closely with BDR/SDR teams', 'Regular use of AI tools to accelerate work']",7,1.0,Embedded finance products platform.,https://array.com/company/about-us,8.0,,"Good fit: strong analytics, outreach, event ops and growth interest; lacks direct field-marketing/CRM experience and sustained in-person booth staffing history.",
Tabs,Agent Operations Associate,"New York City, NY","Jun 17, 2025",https://jobs.ashbyhq.com/tabs/ecfeb544-f716-4524-ad75-f393877fc1ba,"The provided text is webpage/app loader code and metadata; it does not include any job description, company information, or role details.",['No responsibilities specified in the provided text.'],['No requirements specified in the provided text.'],7,,Revenue automation for modern B2B.,https://www.linkedin.com/company/teamtabs,7.0,,"Operations-oriented title aligns with his ops/analytics and stakeholder-facing goals, but no job details provided so fit is uncertain.",
Gumloop,Sales Development Representative (SDR),Vancouver Office,"Oct 18, 2025",https://jobs.ashbyhq.com/gumloop/0ccc2faf-c011-4f46-ba4a-c55c41b2d6aa,"Gumloop is hiring two in-person Sales Development Representatives (SDRs) in Vancouver or San Francisco to build outbound enterprise pipeline, qualify opportunities for Account Executives, and support the company’s go-to-market growth. Compensation is base + commission with a competitive salary range and early-career advancement opportunities.","['Generate outbound pipeline through personalized emails, calls, and social outreach', 'Lead introductory conversations with decision-makers at enterprise companies', 'Evangelize Gumloop’s value proposition and qualify opportunities for Account Executives', 'Partner with Marketing to improve campaigns and outreach sequences', 'Research and segment target accounts to identify high-potential prospects', 'Maintain disciplined pipeline management and data hygiene in Salesforce']","['1–3 years experience in outbound sales, business development, or pipeline generation (SaaS preferred)', 'Experience engaging senior stakeholders and explaining technical products', 'Relentless, goal-oriented mindset comfortable with high-volume outreach', 'Excellent communication and organizational skills', 'Proficiency in Salesforce and a data-driven approach to outreach', 'Intellectual curiosity and eagerness to learn about automation and workflow software', 'Collaborative, coachable attitude']",7,1.0,Automate any workflow with AI.,https://www.gumloop.com/,6.0,,"Good fit for BD/GTM and growth—strong analytical, stakeholder-facing and ops experience in SF; weaker on direct outbound sales/Salesforce experience and role is more tactical than the strategic roles you prefer.",
OpenRouter,Business Development Representative,Remote (US),"Oct 31, 2025",https://jobs.ashbyhq.com/openrouter/69c4fe23-137b-4995-8ad1-25123bee06fb,"The provided posting contains no job description or company information. It appears to be webpage/JavaScript loader code and asset metadata rather than any role, responsibilities, or company details.",[],[],7,,The Unified Interface For LLMs.,https://openrouter.ai/about,8.0,,Good fit for BD/GTM/growth goals—leverages analytical + stakeholder skills; posting lacks detail and may be heavily sales-oriented.,
Upflow,Data Analyst Intern,Paris Office,"May 13, 2025",https://jobs.ashbyhq.com/upflow/fa3071b2-2729-4c80-8f81-7bb748468e6b,No job-specific information was provided. The posting contains website boilerplate and JavaScript/CSS loader code indicating the site requires JavaScript to display the actual job content.,[],[],7,,B2B payments platform.,https://upflow.io/,9.0,,"Solid analytical and technical fit (Python/SQL, prior data science internship) but posting is vague and an intern analyst may be more technical than your preferred business/strategy-facing, stakeholder-driven roles.",
Baton,Business Development Representative,New York City,"May 8, 2025",https://jobs.ashbyhq.com/baton/dc6024dd-0282-4d05-9e46-b7a9b66602eb,Baton is a Series A NYC-based marketplace that helps business owners buy and sell companies using data-driven valuations and streamlined closings. The Business Development Representative will own full-cycle outbound sales—from cold outreach through valuation calls and signed contracts—working on-site in New York City (4 days/week) and earning uncapped commission.,"['Run full-cycle sales from cold outreach to closed contracts', 'Engage business owners via email, phone, and LinkedIn to generate interest', 'Educate owners on Baton’s valuation and sales process and conduct valuation review calls', 'Manage pipeline, outreach, and conversions in CRM tools (Outreach + Attio)', 'Partner with sales and marketing to refine messaging and improve conversion', 'Meet and exceed monthly targets for valuation calls, contracts signed, and revenue']","['1–2 years of experience in sales or outbound outreach (SaaS, marketplaces, or financial services a plus)', 'Strong written and verbal communication and ability to build rapport quickly', 'Proven ability to manage full sales cycle from sourcing to closing', 'Highly organized, goal-oriented, with strong follow-through and CRM hygiene', 'Familiarity with tools like Gong, Outreach, or Attio is a plus; willingness to learn required', 'Competitive, growth-oriented mindset and comfort working in a fast-paced, in-person NYC environment']",6,1.0,Helping SMBs find buyers.,https://alleywatch.com/2025/01/baton-smb-marketplace-acquisitions-chat-joglekar/,9.0,,"Good fit for BD/growth goals and outreach experience (VC sourcing), but lacks explicit SaaS/full-cycle sales resume and NYC on-site requirement may not fit.",
Gradient Labs,Business Development Representative,New York Office,"Jul 7, 2025",https://jobs.ashbyhq.com/gradient-labs/fd5d5431-1489-4425-bbf1-4bcc5bb52b4f,"Business Development Representative at Gradient Labs, an early-stage AI startup building agents to improve customer support. The role is outbound-focused, helping build the sales engine and top-of-funnel by generating leads, booking qualified meetings, and shaping the go-to-market strategy while working remotely with teams across the US and UK.","['Drive outbound lead generation via strategic prospecting, cold calling, and social selling to build pipeline', 'Research and identify high-value prospects and target accounts', 'Craft and execute compelling outreach sequences to book qualified meetings for Account Executives', 'Serve as the first point of contact to engage hard-to-reach prospects and initiate conversations', 'Help define and iterate the sales motion and top-of-funnel GTM strategy', 'Collaborate across time zones with the UK-based CEO, US Head of GTM, and sales team to ensure smooth handovers', 'Identify, integrate, and automate prospecting workflows using modern AI and GTM tools to scale lead generation']","['1-2 years of outbound sales experience, ideally in B2B SaaS or greenfield products', 'Hunter mentality with a strong drive to find and open new opportunities', 'Excellent written and verbal communication; comfortable making cold calls', 'Familiarity with modern prospecting and CRM tools (e.g., Clay, Apollo, HubSpot) and eagerness to adopt AI-based tools', 'Resilient, results-driven, able to handle rejection and meet activity targets', 'Able to work collaboratively in a remote-first, cross-time-zone environment', 'Based in (or authorized to work in) the United States']",6,1.0,AI customer support purpose-built for finance.,https://gradient-labs.ai/,8.0,,"Strong GTM/growth and technical fit, but lacks the 1–2 years of outbound B2B sales/CRM and explicit cold-calling experience the role requests.",
Lightdash,Analytics Engineering Advocate - US (Eastern Time),US - Remote,"Nov 19, 2024",https://jobs.ashbyhq.com/lightdash/8cc71b90-7def-4cd7-9a0b-ba0bc83caef4,"The provided posting contains only website/JavaScript/HTML loader and styling code and does not include any job title, company information, role description, responsibilities, or requirements.",[],[],6,,The open source Looker alternative.,https://www.lightdash.com/,8.0,,"Title implies a stakeholder-facing analytics/engineering mix that fits your tech+business goals, but the posting has no details so fit is uncertain.",
Pocus,RevOps & GTM Systems,San Francisco Bay Area,"Jul 14, 2025",https://jobs.ashbyhq.com/pocus/2fcd3fbe-056c-4844-8da8-5b3790ea248e,"The posting contains no job description or company information. It appears to be a web app/loader page with JavaScript, asset loading instructions, and UI styling rather than a job listing.",[],[],6,,10x your sales team with AI.,https://www.pocus.com/,8.0,,"Title aligns well with GTM/RevOps, ops+technical skillset, but posting contains no description or requirements — high uncertainty.",
Monumental,"Chief of Staff, Deployments",Amsterdam,"Aug 8, 2025",https://jobs.ashbyhq.com/monumental/94aad733-e3dc-4dbc-8822-6d524e6d059a,"Chief of Staff, Deployments at Monumental (Amsterdam) — a high-autonomy operations leadership role in a venture-funded hard-tech startup automating on-site construction. You will scale the deployments engine across Europe by architecting processes and systems across operations, people, finance and field execution to make deployments faster, smoother and more reliable.","['Manage operator scheduling and the master schedule of deployments (who’s building what, where, when)', 'Design, own and continuously improve the end-to-end recruitment pipeline for the Deployment Team and run structured interviews/closures', 'Run performance cadence: 1:1s, scorecards, compensation and promotion cycles; support managers with feedback loops', 'Design onboarding, track certifications and maintain personnel/compliance records', 'Develop training, competency matrices and plan up-skilling sessions for operators', 'Own headcount forecasting, overtime approvals and liaise with Finance and external counsel on contracts, NDAs and employment law', 'Drive culture and engagement activities (pulse surveys, AMAs) to maintain morale during scaling', 'Lead special ops projects (e.g., visas, emergency accommodation, new-country payroll, investor requests)', 'Build and automate processes and tooling (onboarding checklists, live dashboards for hiring funnel, attrition, training hours)', 'Act as the connective tissue across deployment, technical and people teams to ensure information flow and decision-making; resolve ad-hoc operational issues']","['Leadership experience in operations, coordination, project management or workforce planning; bonus for field service, logistics or industrial experience', 'Experience hiring, developing and managing high-performing teams; ideally built an org from 0 to 1 and grown ICs into team leads', 'Experience in a high-growth, fast-paced environment (startup/scale-up preferred)', 'Strong analytical instincts; comfortable building schedules, dashboards and modelling P&L/scenario drivers', 'Clear and proactive communicator who closes loops and brings clarity to complex systems', 'High attention to detail, well organized and action-oriented; willing to roll up sleeves', 'Resilience and ability to move at pace in a scaling startup', 'Fluent in English; Dutch fluency is a strong plus', 'Strong project and people management skills']",6,,Automating on-site construction.,https://www.monumental.co/,9.0,,"Solid analytics/IE foundation and Chief-of-Staff fit, but limited direct field deployments, workforce/hiring leadership, and Dutch/Europe experience.",
Vapi,Strategic Finance Analyst,San Francisco,"Oct 17, 2025",https://jobs.ashbyhq.com/vapi/c1661176-ffb4-4dba-a5e4-a4a7b0694a6c,"The provided content is a website/app JavaScript and loading code for a job postings page; it does not include any company or role information, job description, or hiring details.",['No responsibilities provided in the supplied text.'],['No requirements provided in the supplied text.'],6,,Enterprise-ready Voice AI agents.,https://vapi.ai/,7.0,,"Title aligns with candidate’s strategy/analytics and investment experience, but posting lacks details and candidate has limited explicit FP&A/accounting experience.",
Polycam,Growth Engineer,"Remote, USA","Nov 6, 2025",https://job-boards.greenhouse.io/polycamcareers/jobs/4941657007,"Polycam is hiring a Growth Engineer to join its Business Engineering team and help accelerate user acquisition, retention, and revenue. The role combines engineering, data, and experimentation to support Sales, Marketing, and Customer Success, working directly with the Co-Founder/CTO to ship growth experiments across web and mobile.","['Build and maintain full‑stack systems that enable growth across web and mobile platforms', 'Partner with Sales, Marketing, and Customer Success to develop and execute data‑driven acquisition, activation, and retention strategies', 'Design, implement, and analyze A/B and multivariate tests to improve conversion and engagement', 'Collaborate with cross‑functional teams to prioritize and implement growth initiatives and ship experiments', 'Integrate and manage data pipelines and tooling between systems (examples: BigQuery, Salesforce, Zendesk)', 'Use analytics tools (e.g., Amplitude, Mixpanel) to measure and evaluate product and marketing performance']","['Strong engineering background with full‑stack experience', 'Experience working with data and analytics to inform experiments and product decisions', 'Familiarity with experimentation frameworks (A/B and multivariate testing) and analysis', 'Experience integrating and managing data pipelines and third‑party tools (e.g., BigQuery, Salesforce, Zendesk)', 'Proficiency with product/behavior analytics tools (e.g., Amplitude, Mixpanel)', 'Ability to collaborate closely with Sales, Marketing, Customer Success, and executive leadership', 'Growth‑oriented mindset focused on shipping experiments and optimizing funnels']",6,,Truly cross-platform 3D capture.,https://apps.apple.com/us/app/polycam-3d-scanner-lidar-360/id1532482376,9.0,,"Strong experimentation, analytics, and cross‑functional experience (A/B testing, SQL, Python) but limited explicit full‑stack/web/mobile engineering and product‑analytics/tooling (Amplitude/BigQuery/Salesforce) experience.",
Sybill,Growth Ops (PLG and Social),Mountain View HQ,"May 6, 2025",https://jobs.ashbyhq.com/sybill-ai/a968faba-1122-4edb-9348-e9a8abb07a6e,"The provided content is front-end HTML/JavaScript loader code for a jobs site and does not include any actual job title, company information, responsibilities, or requirements.",[],[],6,,AI-powered GTM workflow assistant.,https://www.sybill.ai/templates,9.0,,"Title (Growth Ops, PLG/social) aligns well with growth/ops/tech goals but posting has no details so fit is uncertain.",
Starbridge,Founding GTM Engineer,New York City,"Oct 22, 2025",https://jobs.ashbyhq.com/starbridge/eee309e7-75e5-4c4d-863e-b406201d1dd9,"Founding GTM Engineer at Starbridge responsible for owning and scaling the outbound motion: build and optimize personalized, high-volume outreach workflows using modern GTM tools, work closely with the Head of Growth, and generate pipeline in a large ($1.5T) underpenetrated public-sector market at an early-stage B2B SaaS company.","['Build and maintain outbound workflows using automation and enrichment tools', 'Operationalize buying signals (job changes, competitor activity, board minutes, etc.) into campaigns', 'Design and run experiments with new tools and processes to improve outreach results', 'Integrate systems and implement no-code/low-code automations to support scaled outbound', 'Own a critical growth lever and collaborate with the Head of Growth to drive pipeline']","['1–3 years managing GTM workflows at a B2B SaaS company', 'Experience with tools like Clay, Smartlead, HeyReach, or n8n', 'Ability to integrate systems and create no-code/low-code automations', 'Familiarity with scaled outbound strategies and deliverability best practices', 'Comfort working autonomously on a small, fast-moving founding team']",6,1.0,Unlocking public sector sales.,https://starbridge.ai/,9.0,,"Good match for growth/ops goals with technical + automation and startup ops experience, but lacks direct B2B SaaS outbound/GTM tool experience and proven scaled outbound/deliverability track record.",
Thread AI,GTM Marketing,New York Office,"May 7, 2025",https://jobs.ashbyhq.com/thread-ai/09c0acd4-5d09-4d28-a1a4-d4b914a8e2aa,"The provided posting contains only website frontend/JavaScript and asset-loading code (site shell and loader scripts) and does not include any job title, company description, responsibilities, or requirements.",[],[],6,,Mission critical AI infrastructure.,https://www.threadai.com/,9.0,,"Title (GTM Marketing) aligns with his GTM/growth and analytics background, but the posting has no responsibilities or requirements so fit is uncertain.",
Vapi,GTM Solutions Engineer,San Francisco,"Jul 29, 2025",https://jobs.ashbyhq.com/vapi/d6391f5d-7d12-495a-a209-2695ee69e081,"Solutions Engineer at Vapi, a fast-growing voice platform (400,000 developers) building voice agents and APIs. The role supports enterprise prospects through technical discovery, integration scoping, prototyping and running pilots to production as part of the sales cycle. Based in San Francisco, full-time.","['Ramp on Vapi’s architecture and APIs and learn how customers build with the platform', 'Lead technical discovery with enterprise prospects and scope integrations', 'Prototype voice agent solutions and demos alongside Account Executives', 'Own strategic enterprise sales cycles and pilots end-to-end with AEs', 'Educate and guide customers through complex CX use cases and configurations']","['Experience in solutions engineering or technical pre-sales for enterprise customers', 'Strong technical skills with APIs, integrations, and prototyping (voice or related CX systems)', 'Excellent communication and teaching ability to explain complex technical concepts', 'Comfort working at high-growth startups (experience at Series B–F is preferred)', 'Bonus: founder or startup-building experience']",6,,Enterprise-ready Voice AI agents.,https://vapi.ai/,8.0,,"Good GTM/technical fit and customer-facing experience, but lacks explicit solutions‑engineering/pre‑sales, voice/CX and API/integration experience.",
Pylon,Analytics Engineer,San Francisco,"Oct 7, 2025",https://jobs.ashbyhq.com/pylon-labs/5e408085-d4e0-4f05-8a93-010751a43dbf,"Pylon is a YC- and a16z-backed B2B post-sales support platform seeking its first Analytics Engineer to centralize data, build the company data foundation, and enable company-wide reporting and insights for product, GTM, and customer teams.","['Own and maintain the data warehouse and ETL pipelines to unify product, GTM, and customer data', 'Model product usage, feature adoption, and account activity to enable self-serve analysis', 'Partner with Sales, Success, and Product to answer business questions and identify reference customers', 'Create dashboards and company metrics for operational use', 'Define how the company measures customer and product success']","['Experience owning analytics or data modeling for a fast-moving SaaS product', 'Fluent in SQL and familiar with modern data stack tools (dbt, Snowflake, Fivetran, Looker, etc.)', 'Ability to translate ambiguous business questions into structured analyses', 'Comfortable with autonomy, high ownership, and fast iteration', 'Based in San Francisco or open to relocating']",6,,The support platform built for B2B.,https://www.ycombinator.com/companies/pylon-2,8.0,,Solid data-science/SQL background and product/GTM exposure but limited demonstrated ownership of modern data stack/ETL and production analytics experience.,
