Company,Description,URL,title,location,date_posted,link,fit,,fit reason,role description,role responsibilities,role reqs,role years experience,final fit,yrs exp req
MarqVision,A new era of brand protection.,https://www.marqvision.com/blog/marqvision-series-b-funding,Customer Onboarding Specialist,"San Francisco, California, United States · New York City, New York, United States","Sep 29, 2025",https://job-boards.greenhouse.io/marqvision/jobs/4520582008,8,,Seniority,"MarqVision is an AI-powered brand protection company that prevents counterfeits, pirated content, fraudulent sites, and unauthorized sellers across global platforms. The Customer Onboarding Specialist will manage the onboarding journey for new clients—coordinating pre-sales assessments, aligning internal teams, setting onboarding strategy and KPIs, and creating workflows to ensure successful activation and long-term client success.","['Coordinate and deliver pre-sales assessments to Account Executives and clients', 'Verify clients have required intellectual property rights (IPR) to address abuse', 'Recommend appropriate package and pricing based on abuse types, client IPR, and enforcement volume', 'Serve as project manager for customer onboarding, defining strategy and initial success criteria/KPIs', 'Coordinate onboarding tasks between Customer Success Managers (CSMs) and Brand Protection Specialists (BPS)', 'Guide customers through activation calls, clarify processes, and set expectations', 'Lead BPS training and contribute to process documentation to improve consistency and scalability', 'Establish initial client workflows tailored to enforcement needs', 'Maintain detailed onboarding documentation, reports, and implement process improvements']","['5+ years of experience in onboarding, project management, IP rights management, or related fields', 'Strong understanding of IP rights, brand protection, or legal processes (preferred)', 'Excellent organizational skills and ability to manage multiple client projects', 'Strong verbal and written communication skills with ability to build client trust', 'Detail-oriented with analytical and problem-solving abilities', 'Proactive, solutions-oriented mindset', 'Collaborative and adaptable; comfortable working cross-functionally across Sales, Success, and Operations', 'Tech-savvy with ability to learn and adopt new tools quickly', 'Nice-to-have: experience with online brand protection, legal IP processes, SaaS onboarding, and training or documentation development; resilience in recurring tasks']",,0,5
Rainforest,Payment processing for your platform.,https://www.rainforestpay.com/,Payment Operations Specialist,Atlanta HQ,"Oct 9, 2025",https://jobs.ashbyhq.com/rainforest-pay/cdf94983-829f-4f07-ab13-b3f92edc732f,7,,"Some ops/analytics overlap with your skills, but payment-ops is likely executional (less strategy/GTM), and the posting lacks detail.","The provided posting contains only frontend app/loader code (HTML/JavaScript/CSS) and no actual job title, company information, responsibilities, or requirements are present.",[],[],,4,
Rainforest,Payment processing for your platform.,https://www.rainforestpay.com/,Solutions Engineer,Atlanta HQ,"Sep 4, 2025",https://jobs.ashbyhq.com/rainforest-pay/16f785f8-951b-413e-b608-bbf96d04f144,7,,"Strong technical + cross-functional foundation and customer-facing interest, but lacks 3+ years Solutions/Sales Engineer experience and specific payments/API/integration domain expertise.","Rainforest is an early-stage payments-as-a-service startup seeking a Solutions Engineer to bridge sales, customer success, and engineering by delivering technical demos, designing payments solutions, supporting implementations, and driving post-sale adoption and growth.","['Deliver product demos, architecture overviews, and technical deep-dives to support sales', 'Translate business and technical requirements into scalable payments solutions', 'Support onboarding and integrations alongside customer success; help architect payment workflows', 'Identify opportunities to increase product adoption, attach rates, and customer value', 'Lead technical responses for RFPs and create sales/technical collateral', 'Collect and relay customer feedback to product and engineering teams', 'Serve as a cross-functional bridge between revenue, success, and engineering teams']","['3+ years in a Solutions Engineer, Sales Engineer, or Technical Consultant role (ideally in payments, fintech, or SaaS)', 'Familiarity with payment processing concepts (merchant onboarding, settlement, chargebacks, compliance)', 'Strong technical knowledge of APIs, integrations, and solution architectures', 'Excellent communication and presentation skills; able to explain complex topics simply', 'Proven ability to work cross-functionally and thrive in a fast-paced startup', 'Consultative problem solver comfortable with both pre-sale and post-sale engagement', 'Revenue-driven mindset with ability to navigate complex deals']",,4,3
Rainforest,Payment processing for your platform.,https://www.rainforestpay.com/,Technical Product Owner - Rails Team,Atlanta HQ,"Jul 29, 2025",https://jobs.ashbyhq.com/rainforest-pay/25d4740a-67fb-4e7d-b63e-62c1f454cd9e,8,,Seniority,"Technical Product Owner role at Rainforest, an early-stage payments-as-a-service startup focused on embedded payments for vertical SaaS. The role partners with the Payment Rails engineering team to define, prioritize, and deliver payment products and integrations, with emphasis on reliable payments infrastructure and vendor integrations.","['Own delivery of product initiatives and releases by defining, documenting, and communicating goals, requirements, and constraints', 'Translate product strategy into well-defined functional and technical requirements for engineering', 'Work inside the Rails engineering team: attend agile meetings, communicate product stories and requirements, and execute delivery into production at scale', 'Manage and prioritize the product backlog', 'Collaborate with product, engineering, and internal/external stakeholders', 'Work with vendors to ensure payment integrations are accurate and maintained', 'Create tickets, prototypes, and detailed user stories for implementation']","['Experience with payment processing and/or PayFac and building payment products', 'Understanding of credit card payment lifecycle (auth, settle, funding), interchange qualification factors, ACH funding timeframes, and merchant underwriting', '5+ years as a Product Owner or similar role', 'Strong technical background and familiarity with modern cloud-based SaaS payments architecture', 'Experience with product management concepts: roadmaps, product vision, strategy, and market research', 'Proven experience gathering requirements, creating documentation, and writing user stories', 'Experience working with agile Scrum teams and continuous deployment release strategies', 'Ability to visualize and prototype features', 'Strong organizational, written, communication, analytical, and quantitative skills', 'Bachelor’s degree or equivalent experience in Information Science, Computer Science, or related discipline']",,0,5
Rainforest,Payment processing for your platform.,https://www.rainforestpay.com/,Technical Product Owner - Experience Team,Atlanta HQ,"Jul 29, 2025",https://jobs.ashbyhq.com/rainforest-pay/843c641a-40f3-43a9-b82a-f593040d8cc4,8,,Seniority,"Technical Product Owner at Rainforest, an early-stage payments-as-a-service startup. Partner with the Payment Experiences engineering team to define, prioritize, and deliver embedded payments products (APIs and web components) for vertical SaaS clients, focusing on developer and user experience, documentation, and integrations.","['Own delivery of product initiatives and releases by defining, documenting, and communicating goals, requirements, and constraints', 'Translate product strategy into well-defined functional and technical requirements for engineering', 'Participate in agile ceremonies, communicate product stories and requirements, and help execute delivery to production at scale', ""Write technical documentation for clients integrating with Rainforest's product"", 'Design user interfaces for embedded web components', 'Manage and prioritize the product backlog', 'Build collaborative relationships with product, engineering, internal stakeholders, and external clients', 'Work with vendors to ensure integrations are accurate and maintained']","['Experience with payment processing and/or PayFac and knowledge of credit card payment lifecycle, interchange qualification, ACH funding timeframes, and merchant underwriting', 'Deep understanding of modern SaaS web applications, APIs, and integration patterns', 'Proven experience gathering requirements, creating documentation, and writing user stories', 'Strong technical background with the ability to understand product architecture', 'Familiarity with product management concepts (roadmaps, vision, strategy, market research)', 'Experience working with agile scrum teams and continuous deployment release strategies', 'Ability to visualize and prototype stories and feature sets', 'Strong organization, written communication, analytical and quantitative skills', 'Collaborative team-player mindset', 'Bachelor’s degree or equivalent work experience in Information Science, Computer Science, or related discipline']",,0,5
Rainforest,Payment processing for your platform.,https://www.rainforestpay.com/,Account Executive,United States,"Jul 17, 2025",https://jobs.ashbyhq.com/rainforest-pay/790f3ae1-6d16-4d62-956e-333dfd06ffff,7,,Seniority,"Rainforest is an early-stage payments-as-a-service startup seeking an Account Executive to drive net-new Enterprise sales for its PayFac-as-a-Service offering. The role focuses on full-cycle sales to vertical SaaS platforms, requiring a consultative, strategic approach in a fast-paced startup environment.","['Own full sales cycle for Enterprise platforms from lead to close', 'Educate and pitch Rainforest’s payments solution using a consultative approach', 'Build and maintain relationships with C-level executives and coordinate executive touch points', 'Prospect and outbound target platforms via email, calls, meetings, and LinkedIn', 'Prepare responses and formally answer RFPs', 'Represent Rainforest at conferences, networking events, and corporate engagements', 'Manage and update HubSpot pipeline for tracking and forecasting', 'Collaborate cross-functionally (Engineering, Product, Customer Success, Finance) to develop business plans and strategy']","['5-7+ years of proven experience in enterprise sales selling complex solutions', 'Proven track record of advancing sales processes from prospect to close', 'Team player comfortable working with multiple internal and external stakeholders', 'Analytical, strategic negotiator with a value-driven sales approach', 'Ability to execute in a fast-paced, highly entrepreneurial startup', 'Comfort owning both inbound and outbound motions', 'Fintech/payments experience preferred']",,0,5
Pinecone,Vector database for vector search.,https://www.pinecone.io/,Strategic Account Executive,New York City,"Aug 15, 2025",https://jobs.ashbyhq.com/pinecone/dadd798b-1976-4f9d-8114-a0f220f5f8e6,8,,"Strategic AE title aligns with BD/GTM goals and client-facing experience, but the posting has no role/company details or responsibilities to confirm fit—uncertain match.","Provided text is the HTML/JavaScript skeleton for a jobs listing web page that requires JavaScript to render; it contains no specific job description, company, or role details.","['Enable JavaScript in the browser to view the job posting', 'Load frontend assets (CSS and JS) from a CDN and apply them', 'Fetch a manifest and dynamically load the application bundle', 'Initialize client-side services such as reCAPTCHA and analytics']","['JavaScript-enabled browser', 'Network access to load CDN-hosted assets', 'Ability to run third-party scripts (for reCAPTCHA/analytics)']",,5,
Pinecone,Vector database for vector search.,https://www.pinecone.io/,Customer Success Engineer (NYC),New York City,"Jul 10, 2025",https://jobs.ashbyhq.com/pinecone/ffda9dbb-ac63-42ac-8237-7975fdae34df,8,,Good fit — strong technical + stakeholder-facing ops experience suits CSE; lacks explicit customer-success background and posting has no details.,No specific job or company information provided. The content is a placeholder for a jobs page that requires JavaScript to load the actual posting.,[],[],,7,
Pinecone,Vector database for vector search.,https://www.pinecone.io/,"Software Engineer, Database Team",New York City,"Jun 23, 2025",https://jobs.ashbyhq.com/pinecone/d3c61395-a005-4df7-a5f9-4705e30a53cf,5,,Database/backend engineer — poor fit for candidate's business/ops/strategy-focused goals; posting unclear.,"The posting contains only website frontend code and a loader message; no company, role, or job description information is present. The page indicates JavaScript must be enabled to view the app.",['No job responsibilities provided in the posting.'],"['No job requirements provided in the posting.', 'Must enable JavaScript to view the job content.']",,2,
Typeface,GenAI for enterprise content creation.,https://www.typeface.ai/,Enterprise Account Executive - Central,Central,"Apr 15, 2025",https://job-boards.greenhouse.io/typeface/jobs/4608360007,6,,No job details provided; Enterprise AE is customer-/GTM-facing (some overlap with goals) but resume shows limited direct sales/quota experience—fit uncertain.,"Typeface careers page listing open roles and a job alert/signup feature with search and filter UI elements; the provided text is primarily site header, UI markup and CSS with no specific job or role details included.",[],[],,4,
Typeface,GenAI for enterprise content creation.,https://www.typeface.ai/,Applied Scientist,Delhi / Hyderabad / Bengaluru,"Apr 3, 2025",https://job-boards.greenhouse.io/typeface/jobs/4386070007,5,,"Low fit — role is production-grade, multimodal generative-AI research/engineering; candidate is business/strategy-focused with only coursework/limited ML internship experience, not strong multimodal/production background.","Typeface is a venture-backed company (founders and investors include Abhay Parasnis, Microsoft, GV, Salesforce, Lightspeed, Madrona and Menlo) building AI-driven enterprise marketing tools. The Applied Scientist will work from Delhi/Hyderabad/Bengaluru to build machine learning and Generative AI models and web applications that deliver personalized campaign capabilities, partnering with researchers, designers, product managers and engineers.","['Build machine learning models, systems and innovative web applications that deliver Generative AI capabilities to customers', 'Develop cutting-edge ML and Generative AI models for image, text, audio and video', 'Drive technical designs and implementations in collaboration with researchers, designers, product managers and engineers', 'Translate research and product requirements into production-ready solutions that power personalized marketing campaigns']","['Experience in machine learning and Generative AI, especially for multimodal data (image, text, audio, video)', 'Proven ability to design and implement production ML systems and web applications', 'Strong collaboration skills to work cross-functionally with researchers, designers, product managers and engineers', 'Interest in applied research and building enterprise-facing AI products']",,3,
Recall.ai,Universal API for real-time meeting data.,https://www.recall.ai/,Various Positions,"San Francisco, United States",,https://www.recall.ai/careers,9,,"Vague ""Various Positions"" at an AI/SaaS company maps well to your tech+business, GTM, and deployment interests — strong potential fit, but lack of any role specifics reduces confidence.","This posting appears to be site boilerplate for NewRecall.ai (announcing a $38M Series B) and product navigation (Meeting Bot, Recording SDKs, Calendar Integration, Storage & Playback, API, etc.). No specific job title, role description, or hiring company details are provided in the text.",['Not specified in the provided posting'],['Not specified in the provided posting'],,8,
Rogo,Generative AI for investment banking.,https://rogo.ai/,Head of Revenue Operations,New York City,"Jul 9, 2025",https://jobs.ashbyhq.com/rogo/bdf0cd3a-abed-48ab-9202-a494eb5aa6f5,5,,Seniority,"Rogo is an AI-focused fintech startup building an AI analyst for financial services. The Sales Strategy & Operations Lead will design and scale sales processes, own revenue operations and GTM systems, and provide insights and planning to support sales, marketing, product, and executive leadership.","['Design and optimize scalable sales processes across SDR, AE, and marketing teams to improve productivity', 'Partner with sales leadership on GTM strategy, forecasting, and sales structure', 'Manage Rules of Engagement, territories, account reviews, Deal Desk operations, and rebalance books of business', 'Oversee sales data accuracy, accessibility, and consistency across systems', 'Own and optimize the GTM tech stack (e.g., Salesforce, Apollo, Default, Omni) and lead tool deployment/integration', 'Build scalable workflows and RevOps infrastructure to support growth', 'Maintain dashboards and reporting cadences for performance, pipeline health, and forecasts', 'Deliver actionable insights to Sales, Marketing, Product, and Finance leadership and lead sales planning cycles']","['5–7 years in B2B SaaS or fintech, with 4+ years in Sales, Revenue, or GTM Operations', 'Proven track record building and scaling efficient sales processes', 'Strong understanding of the full sales lifecycle and GTM operations', 'Proficiency with Salesforce and common sales tech stack tools (e.g., Outreach, LinkedIn Sales Navigator)', 'Experience with Salesforce administration and GTM data structures', 'Exceptional analytical, communication, and stakeholder management skills', 'Detail-oriented, data-driven, and comfortable in fast-paced startup environments', 'Collaborative, customer-focused mindset with strong cross-functional partnership skills']",,0,5
Rogo,Generative AI for investment banking.,https://rogo.ai/,GTM Strategy & Operations,New York City,"Jul 9, 2025",https://jobs.ashbyhq.com/rogo/8dfb86b8-aca3-4c7c-8bde-f9b0e2573515,9,,"Title directly matches GTM/strategy/ops goals and candidate has strong analytics, ops, and stakeholder experience; posting lacks specifics.","The provided content contains only webpage/JavaScript loader code and no visible job title, company information, responsibilities, or requirements. The actual posting appears to require JavaScript to render.",[],[],,8,
Rogo,Generative AI for investment banking.,https://rogo.ai/,GTM Enablement,New York City,"Jul 9, 2025",https://jobs.ashbyhq.com/rogo/d005b7af-82f9-4793-bfe4-f7b69691aa58,7,,"Strong match to GTM/growth, analytics, and cross‑functional experience, but posting has no details so fit is uncertain.","Job posting content not available — the provided text is a web app/JavaScript loader and page scaffolding with no job title, company information, or role description.",[],[],,7,
Rogo,Generative AI for investment banking.,https://rogo.ai/,Mid-Market Account Executive,New York City,"May 8, 2025",https://jobs.ashbyhq.com/rogo/0801ae8a-a8c4-4b3c-aa86-e73362c8ee95,7,,"Aligns with BD/GTM and relationship experience, but posting has no details and Mason lacks explicit quota-carrying sales experience.","The provided posting contains only website/app scaffolding and JavaScript loader code; no company, role, or job details are included.",[],[],,6,
Rogo,Generative AI for investment banking.,https://rogo.ai/,Forward Deployed Engineer,New York City,"Mar 13, 2025",https://jobs.ashbyhq.com/rogo/180e1eb4-c1a9-4b36-a48e-c057221a2d6c,8,,"Partial fit — client-facing technical work aligns with skills, but likely very engineering-heavy and posting has no details.","The provided posting contains only website/javascript markup and page assets; no job role, company, or hiring details are present.",['No responsibilities listed in the posting.'],['No requirements listed in the posting.'],,5,
Exa,Embeddings-based search infrastructure.,https://www.linkedin.com/company/exa-ai,GTM Engineer,"San Francisco, California","Sep 18, 2025",https://jobs.ashbyhq.com/exa/8d7ded8e-f98f-42cb-b49f-ba2ebc20ba9a,8,,"Strong analytics/SQL and growth-oriented background aligning with GTM responsibilities, but lacks explicit experience with HubSpot/Reply.io/Lemlist and owning outbound cadence/automation.","Exa is an SF-based startup building a next-generation AI search engine. They seek a GTM Engineer to design and run pre-sales systems and automation that drive inbound and outbound pipeline, optimize the GTM tech stack, and build playbooks for product offerings (Websets and Search API).","['Own and optimize the GTM tech stack (Outlook, Reply.io, Lemlist, HubSpot/CRM, etc.) to automate outreach and drive pipeline', 'Write SQL queries and reporting logic to measure conversion, funnel performance, and channel attribution', 'Design and run outbound campaigns blending technical automation with personalized touches to reach decision-makers', 'Build playbooks and pre-sales workflows for Websets and the Search API']","['Proficiency with GTM/sales tech stacks (e.g., Outlook, Reply.io, Lemlist, HubSpot/CRM)', 'Strong SQL skills and experience building reporting/analytics for funnels and attribution', 'Experience designing and executing outbound cadences and technical automation', 'Ability to create pre-sales playbooks and workflows', 'Comfort working in a pre-sales/growth role and collaborating with go-to-market teams', 'In-person work in San Francisco (role is onsite)', 'Company is open to sponsoring international candidates (STEM OPT, OPT, H1B, O1, E3)']",,7,
Exa,Embeddings-based search infrastructure.,https://www.linkedin.com/company/exa-ai,Marketing,"San Francisco, California","Sep 18, 2025",https://jobs.ashbyhq.com/exa/127b7f53-318c-4fcb-a609-bfcf4b23ce7e,8,,"Strong analytics/product and event experience, but lacks proven enterprise SaaS/ABM/paid-media marketing and large-deal track record.","Marketing role at Exa, an SF-based Series B startup building a next-generation AI search engine. The marketer will work cross-functionally with customers, partners, sales, and engineering to communicate the product and drive enterprise growth.","['Collaborate with customers, partners, and engineering to communicate product value and grow the business', 'Plan and execute multi-channel campaigns (events, content, paid media, ABM) to generate enterprise pipeline', 'Partner with sales leadership to create enablement materials, case studies, and deal-specific campaigns', 'Support closing large enterprise deals (six- and seven-figure contracts) through targeted marketing', 'Measure and iterate using metrics like pipeline contribution, ACV influence, and win rates', 'Advocate for Exa and participate in in-person marketing activities in the San Francisco office']","['Deep experience in enterprise marketing, ideally at high-growth SaaS or AI companies', 'Experience with long sales cycles, large deals, and messaging that resonates with executives', 'Proven experience running events, content, paid media, and ABM campaigns to move deals forward', 'Comfortable partnering with sales to build enablement materials and case studies for major deals', 'Data-driven approach; able to use pipeline contribution, ACV influence, and win rates to measure impact', 'Willingness to work in-person in San Francisco']",,4,
Exa,Embeddings-based search infrastructure.,https://www.linkedin.com/company/exa-ai,Sales Development Representative,"San Francisco, California","Sep 16, 2025",https://jobs.ashbyhq.com/exa/1419e7d8-6a04-4d32-8ac1-50fcccbfd32b,7,,"Strong startup, outreach, event and analytics background aligned with GTM/growth; limited explicit SDR quota/close experience but proven prospecting and stakeholder skills.","Exa is an SF-based startup building a next-generation AI search engine. They seek a Sales Development Representative to research and prospected leads, start conversations with potential customers, and help build the sales pipeline for their fast-growing company.","['Prospect and qualify inbound and outbound leads to build a strong pipeline', 'Host in-person events in San Francisco and New York City and travel as needed', 'Research target accounts and identify ways to connect with decision-makers', 'Send personalized outreach to spark conversations', 'Schedule discovery calls and demos for Account Executives', 'Collaborate with AEs to refine messaging, targeting, and handoffs', 'Track activities and analyze data to improve conversion rates']","['1+ year of experience in a customer-facing role (SDR-specific experience not required)', 'Strong written and verbal communication skills', 'Relationship-driven and personable', 'Curiosity about AI, startups, and search', 'Competitive, goal-oriented mindset', 'Ability to work in a fast-paced, high-growth startup environment', 'Willingness to work in-person in San Francisco; company can sponsor eligible international candidates']",,8,1
Exa,Embeddings-based search infrastructure.,https://www.linkedin.com/company/exa-ai,Business Operations,"San Francisco, California","Jul 23, 2025",https://jobs.ashbyhq.com/exa/0e3957bf-3dd1-4a5a-828c-5c06a8499c93,8,,"Strong technical background, GTM interest, and startup/VC exposure — but lacks direct BizOps/consulting/enterprise-sales experience and clear SF in‑person availability.","Business Strategy & Operations role at Exa, a San Francisco Series B startup building a next-generation AI search engine. The position supports the go-to-market (GTM) team across sales, growth, and revenue functions by improving processes, delivering analytics, managing vendor relationships, creating enterprise sales materials, and coordinating cross-functional initiatives.","['Optimize sales and customer success processes (streamline workflows, improve conversion rates, reduce customer friction)', 'Analyze business performance (build dashboards, track KPIs, identify growth opportunities, provide insights to leadership)', 'Manage vendor and partner relationships, including contract negotiation and coordination', 'Create enterprise sales materials (RFP responses, security questionnaires, executive presentations, custom proposals)', 'Own revenue operations (maintain sales funnel, improve forecast accuracy, optimize CRM and sales stack)', 'Design and execute growth experiments (A/B tests, pilot new channels, iterate GTM strategy)', 'Enable sales team success with training materials, competitive intelligence, and sales tools', 'Coordinate cross-functional GTM projects across sales, marketing, customer success, and product', 'Support major sales opportunities with operational support, data analysis, and project coordination']","['Experience in management consulting (e.g., McKinsey, Bain, BCG) or investment banking', 'BizOps experience at successful Series A–C startups, ideally in AI/ML or developer tools', 'Technical background is a plus (engineering, data science, or product management)', 'Knowledge of AI/ML market dynamics and enterprise software sales cycles', 'Ability to work in-person in San Francisco (company emphasizes in-person culture)']",,5,
Exa,Embeddings-based search infrastructure.,https://www.linkedin.com/company/exa-ai,Account Executive,"San Francisco, California","Jul 3, 2025",https://jobs.ashbyhq.com/exa/93317180-34e0-45ff-84a3-d5bca4d7f7ae,8,,Strong technical/analytical and client-facing background but lacks 2+ years of SaaS quota-carrying sales/closing experience; role is heavily pure-sales.,"Exa is an SF-based Series B startup building a next-generation AI search engine; they are hiring an Account Executive to own the full sales cycle, drive revenue, run demos, and close deals in an in-person San Francisco role.","['Own the entire sales cycle from first touch to close', 'Run product demos that showcase value and drive interest', 'Develop and execute strategies to land high-value customers', 'Work closely with SDRs to maintain and advance pipeline', 'Negotiate contracts, hit targets, and drive revenue growth']","['2+ years in a sales role, ideally in SaaS or AI/tech products', 'Experience managing a full sales cycle from lead generation to close', 'Strong communication and storytelling skills', 'Consultative approach to demonstrate business value', 'Competitive, driven, persistent, and results-oriented', 'Comfortable working in a fast-moving, high-growth startup', 'Willingness to work in-person in San Francisco']",,4,2
Camber,Admin automation for healthcare.,https://www.ycombinator.com/companies/camber-2,Workforce Operations Associate,"New York, NY","Sep 19, 2025",https://jobs.ashbyhq.com/camber/0f02dd77-6333-46aa-ad8b-c14a6c2d72f3,8,,"Good match on ops, stakeholder management, and some sourcing/coordination, but lacks direct contingent-workforce/recruiting experience and the role is HR/healthcare-focused rather than the strategic/technical growth roles you prefer.","Camber, a healthcare software startup, is hiring a Workforce Operations Associate to support the Billing and Payment Posting teams by managing contingent workforce operations, resolving daily operational blockers, and owning the end-to-end hiring pipeline for contractors in a fast-paced, collaborative environment.","['Partner with Billing and Payment Posting leadership to understand workforce needs and provide process and contractor support', 'Serve as first point of contact for operational blockers and workforce escalations in the Billing organization', 'Own end-to-end contingent workforce hiring pipeline: source resumes, coordinate and run interviews, manage candidate communications, and facilitate onboarding', 'Act as primary internal contact for contractor and workflow escalations, ensuring clear Slack communication and timely resolution', 'Drive positive cross-functional collaboration through proactive problem-solving and process enablement']","['1–2 years of startup experience, comfortable in fast-paced, evolving environments', '1–2 years working with contingent workforce, BPOs, or staffing agencies', 'Strong organizational skills to manage multiple processes and stakeholders', 'Excellent written communication skills, especially in Slack-based environments', 'Ability to take initiative, own outcomes, and drive projects independently', 'Nice to have: recruiting experience with sourcing, interviewing, and onboarding candidates']",,5,1
Camber,Admin automation for healthcare.,https://www.ycombinator.com/companies/camber-2,Go-To-Market Engineer,"New York, NY","Sep 8, 2025",https://jobs.ashbyhq.com/camber/b5cfd3e9-f161-42d8-bc30-00d272e788e3,8,,"Strong analytics and GTM interest, but lacks HubSpot/RevOps experience, 2–4yrs in sales ops, and NYC/healthcare fit.","Camber, a NYC-based startup building software to improve behavioral healthcare, is hiring a Go-To-Market Engineer (sales operations/RevOps) to manage and optimize HubSpot and the revenue tech stack, deliver data and forecasting insights, support compensation and territory design, streamline sales processes, and partner cross-functionally to enable growth.","['Administer and optimize CRM (HubSpot) and related tech integrations: build workflows, dashboards, and troubleshoot issues', 'Support user onboarding/offboarding, governance, data hygiene, and adoption', 'Design and maintain dashboards, reports, and metrics (pipeline health, forecast accuracy, win rates) to inform decision-making', 'Deliver actionable insights to sales leadership and stakeholders', 'Assist in designing incentive/quota plans and territory alignment/carve strategy', 'Streamline sales workflows and handoffs across Sales, Marketing, and Finance', 'Perform hands-on tactical work (data analysis, HubSpot configuration) while contributing to strategic GTM planning']","['2–4 years in startup, sales operations, or RevOps (or similar) roles', 'CRM administration experience, ideally HubSpot; familiarity with other tools and integrations a plus', 'Strong analytical skills (Excel, BI, data modeling, forecasting; coding experience a bonus)', 'Operational rigor, problem-solving mindset, and ability to scale systems', 'Strategic thinker who can operate tactically and wear multiple hats in a growth-stage environment', 'Comfortable partnering across teams (Sales, Marketing, Finance) and driving cross-functional execution', 'Awareness of security and HIPAA compliance requirements', 'Based in or able to work hybrid in New York City (Camber prioritizes in-person/hybrid candidates)']",,4,2
Camber,Admin automation for healthcare.,https://www.ycombinator.com/companies/camber-2,Implementation Specialist,"New York, NY","Sep 3, 2025",https://jobs.ashbyhq.com/camber/b01ea476-f712-45ee-a020-20f37dd4949e,8,,"Strong ops/technical and customer-facing background aligns with implementation work, but lacks 2+ years SaaS/healthcare onboarding experience and healthcare is a lower-preference area.","Implementation Specialist at Camber, a NYC-based healthcare software startup focused on improving behavioral health access and clinician workflows. The role leads onboarding for new clinics, ensuring successful configuration, adoption, and cross-functional coordination for smooth launches.","['Serve as primary point of contact for new clinics during onboarding', 'Manage multiple concurrent implementation projects and milestones', 'Act as the Voice of the Customer: gather discovery on pain points and relay feedback cross-functionally', 'Train clinic staff on Camber’s platform, workflows, and billing/financial concepts', 'Track and communicate onboarding progress, identify risks/blockers, and coordinate resolutions', 'Develop, experiment with, and refine onboarding playbooks, tools, and processes', 'Ensure smooth handoff from Implementation to Account Management']","['2+ years in implementation, onboarding, project management, or customer success (healthcare or SaaS preferred)', 'Strong organizational skills and ability to manage multiple projects', 'Excellent written and verbal communication; able to translate technical details into plain language', 'Comfort with ambiguity and solving problems in a fast-paced environment', 'Proficiency with project management tools (e.g., Dock, Monday.com, Jira), collaboration tools (Slack, Zoom), and analytics tools (Metabase, Excel/Google Sheets, Mode)', 'Customer-first mindset with empathy, patience, and a proactive approach', 'Nice-to-have: familiarity with healthcare revenue cycle operations or EHR integrations', 'Nice-to-have: experience in behavioral health or adjacent healthcare industries', 'Nice-to-have: prior startup or high-growth environment experience']",,6,2
Dagster,Ship data pipelines with extraordinary velocity.,https://www.dagsterlabs.com,Software Engineer - Compass,"San Francisco, CA","Nov 6, 2025",https://job-boards.greenhouse.io/dagsterlabs/jobs/7497797003,5,,"Good Python/ML and product/user-facing fit, but lacks 3+ yrs SWE and clear TypeScript/React/full‑stack experience required for this role.","Dagster Labs is hiring a remote Product/Software Engineer for Compass to build user-facing, AI-enabled data tools within the Dagster platform. The role involves full-stack work (Python backend, TypeScript/React frontend), shipping features quickly, working closely with users and partners, and contributing to a fast-moving, collaborative startup.","['Write clean, reliable backend code in Python and frontend code in TypeScript/React across the full stack', 'Prototype quickly and ship production features frequently', 'Improve product performance, reliability, and user experience', 'Build end-to-end features that integrate AI to generate insights on large data', 'Design user interactions for asynchronous workflows and lightweight web components', 'Engage directly with users to gather feedback and iterate on the product']","['3+ years of relevant software development experience', 'Proficiency in Python or a similar high-level language and working familiarity with frontend development', 'Experience across the full software development lifecycle (planning to delivery and iteration)', 'Strong written and oral communication skills', 'Proven ability to contribute and execute effectively as part of a team', 'Comfort working in a fast-moving startup environment', '(Nice-to-have) Experience building tools with generative LLMs', '(Nice-to-have) Experience with full-stack application development, infrastructure as code, and Docker-based deployments', '(Nice-to-have) Experience with growth-oriented engineering initiatives', '(Nice-to-have) Experience working on large-scale distributed systems or B2B SaaS', '(Nice-to-have) Passion for engaging directly with users for research and support', 'Authorization to work in the United States (for remote hires)']",,4,3
